"tct_id","tct_link","topic_name","rel_count","occur_count","title_count"
11250,"http://nyu.infoloom.nyc/basket/11250","Giselle (class member) -- World Challenge selection",12,1,1
11264,"http://nyu.infoloom.nyc/basket/11264","Hakim (class member) -- English as a second language",12,1,1
11287,"http://nyu.infoloom.nyc/basket/11287","home, day in life of",12,1,1
11359,"http://nyu.infoloom.nyc/basket/11359","Jenna (class member) -- Twitter use",12,1,1
11423,"http://nyu.infoloom.nyc/basket/11423","learning spaces -- cultural capital deployed",12,1,1
11549,"http://nyu.infoloom.nyc/basket/11549","middle-class families -- alternative learning approaches",12,1,1
11557,"http://nyu.infoloom.nyc/basket/11557","middle-class families -- World Challenge selection from",12,1,1
11613,"http://nyu.infoloom.nyc/basket/11613","networks and social worlds -- explanation of",12,1,1
11625,"http://nyu.infoloom.nyc/basket/11625","Nick (class member) -- family togetherness sustained",12,1,1
11726,"http://nyu.infoloom.nyc/basket/11726","Sara (class member) -- World Challenge selection",12,1,1
11760,"http://nyu.infoloom.nyc/basket/11760","school information management system (SIMS) -- of VFS",12,1,1
11783,"http://nyu.infoloom.nyc/basket/11783","Sedat (class member)",12,6,1
11788,"http://nyu.infoloom.nyc/basket/11788","Sedat (class member) -- English as second language",12,1,1
11831,"http://nyu.infoloom.nyc/basket/11831","social change -- from small groups to broader networks",12,1,1
11834,"http://nyu.infoloom.nyc/basket/11834","working-class families",12,9,1
11935,"http://nyu.infoloom.nyc/basket/11935","United States (US) -- social class",12,3,1
11936,"http://nyu.infoloom.nyc/basket/11936","United States (US) -- social mobility in",12,2,1
11972,"http://nyu.infoloom.nyc/basket/11972","working-class families -- domestic media in",12,1,1
12025,"http://nyu.infoloom.nyc/basket/12025","Arrogant-vindictive (aggressive) solution -- examples of in literature",12,1,1
12245,"http://nyu.infoloom.nyc/basket/12245","Ibsen, Henrik -- analysis of A Doll's House and Hedda Gabler",12,1,1
12254,"http://nyu.infoloom.nyc/basket/12254","Brontë, Charlotte -- Jane Eyre",12,9,3
12295,"http://nyu.infoloom.nyc/basket/12295","Hardy, Thomas -- Mayor of Casterbridge",12,2,2
12302,"http://nyu.infoloom.nyc/basket/12302","Characters analyzed at length -- Michael Henchard in The Mayor of Casterbridge",12,2,1
12348,"http://nyu.infoloom.nyc/basket/12348","Plot",12,1,1
12676,"http://nyu.infoloom.nyc/basket/12676","Candidate(s) and candidacies -- psychologically informed analysis of presidential",12,2,1
12871,"http://nyu.infoloom.nyc/basket/12871","Correctness",12,1,1
13031,"http://nyu.infoloom.nyc/basket/13031","Ethics of Psychological Assessments -- public's right to know and",12,1,1
13151,"http://nyu.infoloom.nyc/basket/13151","Self -- esteem",12,29,5
13168,"http://nyu.infoloom.nyc/basket/13168","Impairments",12,2,1
13197,"http://nyu.infoloom.nyc/basket/13197","Intrapsychic",12,1,1
13251,"http://nyu.infoloom.nyc/basket/13251","Mobilization",12,4,1
13279,"http://nyu.infoloom.nyc/basket/13279","McCarthy, Joseph",12,6,4
13350,"http://nyu.infoloom.nyc/basket/13350","Nomination",12,5,1
13516,"http://nyu.infoloom.nyc/basket/13516","Political -- theory",12,1,1
13575,"http://nyu.infoloom.nyc/basket/13575","Pressure",12,2,1
13662,"http://nyu.infoloom.nyc/basket/13662","Psychological suitability -- assessment of Barry Goldwater's",12,1,1
13921,"http://nyu.infoloom.nyc/basket/13921","University of Michigan Survey Research Center",12,2,1
14307,"http://nyu.infoloom.nyc/basket/14307","Chaucer, Geoffrey -- ""The Wife of Bath's Tale""",12,5,1
14762,"http://nyu.infoloom.nyc/basket/14762","""Political correctness""",12,14,5
14844,"http://nyu.infoloom.nyc/basket/14844","Barnes, Djuna",12,13,2
15297,"http://nyu.infoloom.nyc/basket/15297","University of Illinois at Urbana–Champaign -- hiring by",12,1,1
15482,"http://nyu.infoloom.nyc/basket/15482","Internalization",12,9,3
15546,"http://nyu.infoloom.nyc/basket/15546","Object relations theory -- importance of",12,1,1
15807,"http://nyu.infoloom.nyc/basket/15807","National curriculum",12,0,0
15892,"http://nyu.infoloom.nyc/basket/15892","Textbooks",12,0,0
16226,"http://nyu.infoloom.nyc/basket/16226","Andreas-Salomé, Lou (Luise) -- oedipal dimension of Rilke's relationship with",12,1,1
16229,"http://nyu.infoloom.nyc/basket/16229","Andreas-Salomé, Lou (Luise) -- on Rilke's growth as an artist",12,1,1
16240,"http://nyu.infoloom.nyc/basket/16240","Aristocracy",12,0,0
16263,"http://nyu.infoloom.nyc/basket/16263","Art -- Rilke's contrast between sculpture and writing",12,1,1
16310,"http://nyu.infoloom.nyc/basket/16310","Child's experience -- love for the mother as part of self",12,1,1
16336,"http://nyu.infoloom.nyc/basket/16336","Death -- Rilke's conception of",12,7,1
16342,"http://nyu.infoloom.nyc/basket/16342","Knoop, Vera",12,6,1
16388,"http://nyu.infoloom.nyc/basket/16388","Father -- Rilke on effects of a father's death",12,1,1
16609,"http://nyu.infoloom.nyc/basket/16609","Rilke, Josef -- attempts to reassure him about son's vocation",12,1,1
16619,"http://nyu.infoloom.nyc/basket/16619","Rilke, Josef -- opposition to son's vocation",12,2,1
16653,"http://nyu.infoloom.nyc/basket/16653","Rilke's writings -- ""David Sings before Saul"" (""David singt vor Saul"")",12,2,1
16667,"http://nyu.infoloom.nyc/basket/16667","Rilke's writings -- Last Ones, The (Die Letzten)",12,2,1
16670,"http://nyu.infoloom.nyc/basket/16670","Rilke's writings -- Letters to a Young Poet (Briefe an einen jungen Dichter)",12,5,1
16687,"http://nyu.infoloom.nyc/basket/16687","Rilke's writings -- ""To Lou Andreas-Salomé""",12,1,1
16690,"http://nyu.infoloom.nyc/basket/16690","Rilke's writings -- Unfinished elegy of 1920 (""Lass dir, dass Kindheit war, diese namenlose"")",12,2,1
16691,"http://nyu.infoloom.nyc/basket/16691","Rilke's writings -- White Princess, The (Die weisse Fürstin)",12,1,1
16737,"http://nyu.infoloom.nyc/basket/16737","Rodin, Auguste -- Rilke's vision of",12,1,1
17129,"http://nyu.infoloom.nyc/basket/17129","""On the Teaching of Psycho-Analysis at Universities"" (Freud)",12,1,1
17337,"http://nyu.infoloom.nyc/basket/17337","Trade unions",12,9,1
18317,"http://nyu.infoloom.nyc/basket/18317","Christian churches -- failure to protect Jews",12,1,1
18332,"http://nyu.infoloom.nyc/basket/18332","Christianity -- ideology in Arrow-Cross party",12,1,1
18721,"http://nyu.infoloom.nyc/basket/18721","Priesthood, priests",12,4,1
18914,"http://nyu.infoloom.nyc/basket/18914","Upper House -- and Jewish Religion Status-Lowering Act",12,1,1
19786,"http://nyu.infoloom.nyc/basket/19786","Casto, William -- on pre-Marshall Court",12,1,1
19830,"http://nyu.infoloom.nyc/basket/19830","Contract law -- and centrality of, in John Jay's jurisprudence",12,1,1
19846,"http://nyu.infoloom.nyc/basket/19846","Declaration of Independence",12,16,4
19923,"http://nyu.infoloom.nyc/basket/19923","Haskins, George Lee, on pre-Marshall Court",12,1,1
19994,"http://nyu.infoloom.nyc/basket/19994","Leuchtenburg, William H., on John Marshall's apotheosis",12,1,1
20013,"http://nyu.infoloom.nyc/basket/20013","Marcus, Maeva -- on pre-Marshall Court",12,1,1
20090,"http://nyu.infoloom.nyc/basket/20090","Political parties, Bushrod Washington's exchange with George Washington on",12,1,1
20113,"http://nyu.infoloom.nyc/basket/20113","Ratification of the U.S. Constitution -- role of James Iredell in",12,1,1
20169,"http://nyu.infoloom.nyc/basket/20169","Treaties, and federal courts -- importance to John Jay",12,1,1
20266,"http://nyu.infoloom.nyc/basket/20266","Compensatory justice",12,1,1
20536,"http://nyu.infoloom.nyc/basket/20536","Law -- rule of law",12,14,3
20627,"http://nyu.infoloom.nyc/basket/20627","Automobiles",12,0,0
21018,"http://nyu.infoloom.nyc/basket/21018","New York Times -- on baby bonus plan",12,1,1
21116,"http://nyu.infoloom.nyc/basket/21116","Rice",12,1,1
21333,"http://nyu.infoloom.nyc/basket/21333","Bleak House (Dickens) -- orphan theme in",12,1,1
21554,"http://nyu.infoloom.nyc/basket/21554","Father-daughter relationship -- in Little Dorrit",12,10,1
21555,"http://nyu.infoloom.nyc/basket/21555","Father-daughter relationship -- in Our Mutual Friend",12,3,1
21611,"http://nyu.infoloom.nyc/basket/21611","Great Expectations (Dickens) -- orphan theme in",12,1,1
21777,"http://nyu.infoloom.nyc/basket/21777","Love -- in father-daughter relationship",12,1,1
21810,"http://nyu.infoloom.nyc/basket/21810","Man-woman relationships",12,0,0
21890,"http://nyu.infoloom.nyc/basket/21890","Mother of Dickens (Elizabeth Dickens) -- Dickens's relationship with",12,3,1
22163,"http://nyu.infoloom.nyc/basket/22163","Symbolism -- in father-daughter relationship",12,1,1
22278,"http://nyu.infoloom.nyc/basket/22278","Women -- Dickens's beliefs regarding",12,1,1
22439,"http://nyu.infoloom.nyc/basket/22439","Fatherhood",12,1,1
22486,"http://nyu.infoloom.nyc/basket/22486","fraternities",12,8,2
22560,"http://nyu.infoloom.nyc/basket/22560","Iredell, James",12,2,2
22978,"http://nyu.infoloom.nyc/basket/22978","Bonding",12,3,1
23032,"http://nyu.infoloom.nyc/basket/23032","Emotions",12,5,2
23249,"http://nyu.infoloom.nyc/basket/23249","Sympathy",12,2,1
23963,"http://nyu.infoloom.nyc/basket/23963","Lesbian and gay voters (1990) -- political attitudes of",12,2,1
23973,"http://nyu.infoloom.nyc/basket/23973","Liberalism -- LGB self-identification as factor in",12,3,1
24003,"http://nyu.infoloom.nyc/basket/24003","Religion -- and LGB self-identification rates",12,3,1
24008,"http://nyu.infoloom.nyc/basket/24008","Religious Right movement -- role in Republican Party",12,3,1
24596,"http://nyu.infoloom.nyc/basket/24596","Trusteeships -- International Brotherhood of Teamsters",12,1,1
24656,"http://nyu.infoloom.nyc/basket/24656","Analysts -- patient's transference-love for",12,2,1
24774,"http://nyu.infoloom.nyc/basket/24774","Id",12,3,1
24854,"http://nyu.infoloom.nyc/basket/24854","Technical papers (Freud)",12,0,0
25711,"http://nyu.infoloom.nyc/basket/25711","Christianity -- schism between Roman Catholic and Eastern Orthodox churches",12,1,1
25715,"http://nyu.infoloom.nyc/basket/25715","Crusades",12,1,1
25811,"http://nyu.infoloom.nyc/basket/25811","English Civil War -- Westminster Confession of Faith",12,2,1
26020,"http://nyu.infoloom.nyc/basket/26020","separation of church and state -- and Jews and Supreme Court",12,1,1
26152,"http://nyu.infoloom.nyc/basket/26152","EEOC v. Chicago Miniature Lamp Work, 947 F.2d 292 (7th Cir. 1991)",12,1,1
26170,"http://nyu.infoloom.nyc/basket/26170","Family leave -- Family and Medical Leave Act",12,3,2
26522,"http://nyu.infoloom.nyc/basket/26522","Eliot, George, loss, estrangement from family",12,6,1
26563,"http://nyu.infoloom.nyc/basket/26563","Eliot, George, writings -- Scenes of Clerical Life",12,3,2
26663,"http://nyu.infoloom.nyc/basket/26663","Loss -- and Eliot's mother",12,4,1
26817,"http://nyu.infoloom.nyc/basket/26817","""Competitive individualism,"" and assimilation efforts on Native Americans",12,1,1
26846,"http://nyu.infoloom.nyc/basket/26846","Downsizing -- effect on African American employment levels",12,1,1
26856,"http://nyu.infoloom.nyc/basket/26856","Education -- effect on African American employment levels",12,1,1
27097,"http://nyu.infoloom.nyc/basket/27097","Reservations, role in assimilation of Native Americans",12,1,1
27115,"http://nyu.infoloom.nyc/basket/27115","Segregation -- and effect on African American employment levels",12,1,1
27217,"http://nyu.infoloom.nyc/basket/27217","anthropology",12,13,2
28249,"http://nyu.infoloom.nyc/basket/28249","Wickham, Anna",12,5,1
28800,"http://nyu.infoloom.nyc/basket/28800","EPZs (export processing zones)",12,2,1
28913,"http://nyu.infoloom.nyc/basket/28913","Human Development Index -- United Nations",12,3,1
28920,"http://nyu.infoloom.nyc/basket/28920","Human rights -- and United Nations",12,3,1
28931,"http://nyu.infoloom.nyc/basket/28931","Incest abuse -- Convention Against Sexual Exploitation",12,1,1
28992,"http://nyu.infoloom.nyc/basket/28992","Laws, patriarchal",12,0,0
29078,"http://nyu.infoloom.nyc/basket/29078","Nepal",12,0,0
29113,"http://nyu.infoloom.nyc/basket/29113","Pakistan",12,0,0
29335,"http://nyu.infoloom.nyc/basket/29335","Single-issue in women's movement",12,1,1
29347,"http://nyu.infoloom.nyc/basket/29347","Southeast Asia -- trafficking into Netherlands",12,1,1
29359,"http://nyu.infoloom.nyc/basket/29359","Substance abuse rehabilitation, Convention Against Sexual Exploitation",12,2,1
29428,"http://nyu.infoloom.nyc/basket/29428","United Nations -- Centre for Human Rights (Geneva)",12,1,1
30214,"http://nyu.infoloom.nyc/basket/30214","Water",12,0,0
30387,"http://nyu.infoloom.nyc/basket/30387","community -- American",12,8,1
30711,"http://nyu.infoloom.nyc/basket/30711","King, Martin Luther, Jr. -- ""I Have a Dream""",12,1,1
30824,"http://nyu.infoloom.nyc/basket/30824","1960s",12,9,1
30885,"http://nyu.infoloom.nyc/basket/30885","Phillips, Wendell -- gay liberation compared to",12,1,1
31040,"http://nyu.infoloom.nyc/basket/31040","sleep (as metaphor for moral failure) -- as used by Welch",12,1,1
31132,"http://nyu.infoloom.nyc/basket/31132","Welch, Robert -- gay liberation compared to",12,1,1
31278,"http://nyu.infoloom.nyc/basket/31278","Feminist theory -- inclusive feminism",12,1,1
31815,"http://nyu.infoloom.nyc/basket/31815","wound",12,6,1
32651,"http://nyu.infoloom.nyc/basket/32651","Equal protection doctrine",12,13,3
32865,"http://nyu.infoloom.nyc/basket/32865","Lesbian and gay relationships -- diversity among",12,3,1
33385,"http://nyu.infoloom.nyc/basket/33385","AIDS Dementia Complex",12,0,0
33704,"http://nyu.infoloom.nyc/basket/33704","Psychoeducation -- group for AIDS Dementia Complex",12,1,1
33773,"http://nyu.infoloom.nyc/basket/33773","Substance use/abuse",12,0,0
33962,"http://nyu.infoloom.nyc/basket/33962","New York Intellectuals",12,1,1
34093,"http://nyu.infoloom.nyc/basket/34093","Holocaust, Nazi -- and New York Intellectuals",12,1,1
34229,"http://nyu.infoloom.nyc/basket/34229","Miscegenation, and the New York Intellectuals",12,1,1
34518,"http://nyu.infoloom.nyc/basket/34518","Clinton, Hillary Rodham -- college involvement in social and political issues",12,1,1
34587,"http://nyu.infoloom.nyc/basket/34587","Clinton, William J., and family life -- role as caretaker for his brother",12,1,1
34606,"http://nyu.infoloom.nyc/basket/34606","Clinton, William J., psychology of -- activity levels, psychological meaning of",12,1,1
34608,"http://nyu.infoloom.nyc/basket/34608","Clinton, William J., psychology of -- ambition",12,6,1
34620,"http://nyu.infoloom.nyc/basket/34620","Clinton, William J., psychology of -- capacity to be alone",12,2,1
34850,"http://nyu.infoloom.nyc/basket/34850","Kelley, Virginia -- dates her son's political ambitions",12,2,1
34865,"http://nyu.infoloom.nyc/basket/34865","Kelley, Virginia -- relationship with George J. ""Jeff"" Dwire (fourth husband)",12,4,1
34866,"http://nyu.infoloom.nyc/basket/34866","Kelley, Virginia -- relationship with Richard Fenwick (first boyfriend)",12,1,1
34868,"http://nyu.infoloom.nyc/basket/34868","Kelley, Virginia -- relationship with Roger ""Dude"" Clinton (second and third husband)",12,5,1
34878,"http://nyu.infoloom.nyc/basket/34878","Kelley, Virginia -- view of her own life",12,1,1
34904,"http://nyu.infoloom.nyc/basket/34904","Political leadership -- decline of faith in public policies and",12,1,1
35031,"http://nyu.infoloom.nyc/basket/35031","Vaccine program (The Comprehensive Child Immunization Program of 1993) -- Clinton Administration response to July 1994 GAO report",12,1,1
35671,"http://nyu.infoloom.nyc/basket/35671","Communication, in gay and lesbian relationships",12,1,1
35699,"http://nyu.infoloom.nyc/basket/35699","Feminism/feminist -- theory",12,1,1
35852,"http://nyu.infoloom.nyc/basket/35852","Women's liberation movement",12,1,1
35972,"http://nyu.infoloom.nyc/basket/35972","Libidinal, binding",12,7,1
36394,"http://nyu.infoloom.nyc/basket/36394","Grades",12,1,1
37246,"http://nyu.infoloom.nyc/basket/37246","Alcohol",12,0,0
37408,"http://nyu.infoloom.nyc/basket/37408","Counselor",12,0,0
37789,"http://nyu.infoloom.nyc/basket/37789","Narcissism/narcissistic",12,0,0
38315,"http://nyu.infoloom.nyc/basket/38315","Attractions, sexual or romantic -- use in defining sexual orientation, or as related to sexual identity",12,12,1
38322,"http://nyu.infoloom.nyc/basket/38322","Attractions, sexual or romantic -- to men among lesbians",12,4,1
38537,"http://nyu.infoloom.nyc/basket/38537","Race/ethnicity -- diversity of in lesbian communities",12,1,1
38858,"http://nyu.infoloom.nyc/basket/38858","Critical legal studies -- rights debate",12,1,1
38861,"http://nyu.infoloom.nyc/basket/38861","Critical legal studies -- theoretical agenda",12,1,1
38862,"http://nyu.infoloom.nyc/basket/38862","Critical legal studies -- theoretical criticism",12,1,1
38868,"http://nyu.infoloom.nyc/basket/38868","Critical race theory -- identity politics",12,1,1
38871,"http://nyu.infoloom.nyc/basket/38871","Critical race theory -- political conservative",12,1,1
38872,"http://nyu.infoloom.nyc/basket/38872","Critical race theory -- political left",12,1,1
39123,"http://nyu.infoloom.nyc/basket/39123","Legal process",12,1,1
39471,"http://nyu.infoloom.nyc/basket/39471","EEOC -- Clarence Thomas and parental leave laws",12,1,1
40115,"http://nyu.infoloom.nyc/basket/40115","White rage",12,0,0
40458,"http://nyu.infoloom.nyc/basket/40458","Laziness in school",12,3,1
40486,"http://nyu.infoloom.nyc/basket/40486","Marie (case study)",12,0,0
40594,"http://nyu.infoloom.nyc/basket/40594","Researcher(s) -- effect of subjects' race and sex on",12,1,1
40621,"http://nyu.infoloom.nyc/basket/40621","Self -- sense of, among African Americans",12,2,1
40750,"http://nyu.infoloom.nyc/basket/40750","Beauty",12,0,0
40901,"http://nyu.infoloom.nyc/basket/40901","Peer review -- limited role in regulation of technology",12,1,1
41093,"http://nyu.infoloom.nyc/basket/41093","diet",12,1,1
41382,"http://nyu.infoloom.nyc/basket/41382","Atrocities -- Serbian and Bosnian Serbian acts against Bosnian Muslims",12,1,1
41425,"http://nyu.infoloom.nyc/basket/41425","Bosnian Serbs",12,7,1
41605,"http://nyu.infoloom.nyc/basket/41605","International War Crimes Tribunal -- indicts Bosnian war criminals",12,3,1
41809,"http://nyu.infoloom.nyc/basket/41809","Socialist Party",12,1,1
41836,"http://nyu.infoloom.nyc/basket/41836","United Nations -- commission investigating war crimes",12,1,1
41844,"http://nyu.infoloom.nyc/basket/41844","United Nations Convention on Genocide -- Article 2, definition of genocide",12,1,1
41995,"http://nyu.infoloom.nyc/basket/41995","inequality",12,5,1
42071,"http://nyu.infoloom.nyc/basket/42071","authenticity and hip-hop -- gender claims",12,2,1
42145,"http://nyu.infoloom.nyc/basket/42145","DJ culture",12,1,1
42245,"http://nyu.infoloom.nyc/basket/42245","hip-hop—elements and influences -- b-boying",12,1,1
42261,"http://nyu.infoloom.nyc/basket/42261","identification -- Filipino hip-hop involvement and",12,1,1
42413,"http://nyu.infoloom.nyc/basket/42413","West Indian influences in hip-hop",12,1,1
42557,"http://nyu.infoloom.nyc/basket/42557","Black Panther Party for Self Defense (BPP) -- capitalism, critique of",12,2,1
42562,"http://nyu.infoloom.nyc/basket/42562","Black Panther Party for Self Defense (BPP) -- free clinics",12,2,1
42571,"http://nyu.infoloom.nyc/basket/42571","Black Panther Party for Self Defense (BPP) -- and self-determination",12,2,1
42661,"http://nyu.infoloom.nyc/basket/42661","Central Avenue (Los Angeles) -- as Black space",12,1,1
42684,"http://nyu.infoloom.nyc/basket/42684","civil rights movement -- and health care",12,8,1
42721,"http://nyu.infoloom.nyc/basket/42721","community health",12,5,1
42847,"http://nyu.infoloom.nyc/basket/42847","free clinic movement",12,5,1
43045,"http://nyu.infoloom.nyc/basket/43045","King, Martin Luther, Jr. -- assassination of",12,1,1
43117,"http://nyu.infoloom.nyc/basket/43117","Los Angeles Police Department (LAPD) -- John Birch Society in",12,1,1
43277,"http://nyu.infoloom.nyc/basket/43277","National Welfare Rights Organization (NWRO) -- Children's March for Survival",12,1,1
43282,"http://nyu.infoloom.nyc/basket/43282","National Welfare Rights Organization (NWRO) -- Mother's Day March",12,4,1
43572,"http://nyu.infoloom.nyc/basket/43572","Watts Health Center",12,2,1
43600,"http://nyu.infoloom.nyc/basket/43600","Student American Medical Association",12,1,1
43725,"http://nyu.infoloom.nyc/basket/43725","Watts Health Center -- Watts Community Health Council",12,2,1
43779,"http://nyu.infoloom.nyc/basket/43779","Women's International League for Peace and Freedom (WILPF) -- Hamer speech",12,1,1
43849,"http://nyu.infoloom.nyc/basket/43849","African diasporic cosmologies",12,4,1
43930,"http://nyu.infoloom.nyc/basket/43930","clay",12,3,1
43935,"http://nyu.infoloom.nyc/basket/43935","commonality",12,5,1
44121,"http://nyu.infoloom.nyc/basket/44121","human–nature connection -- effort toward unity in Latour",12,1,1
44490,"http://nyu.infoloom.nyc/basket/44490","voodoo cosmology -- as hoodoo cosmos",12,3,1
44655,"http://nyu.infoloom.nyc/basket/44655","Emergency",12,0,0
44909,"http://nyu.infoloom.nyc/basket/44909","enlightenment modality",12,2,1
44956,"http://nyu.infoloom.nyc/basket/44956","film industry, North Korea",12,4,1
44957,"http://nyu.infoloom.nyc/basket/44957","film industry, North Korea -- gaining international recognition",12,4,1
44960,"http://nyu.infoloom.nyc/basket/44960","film industry, South Korea",12,5,1
45225,"http://nyu.infoloom.nyc/basket/45225","rural areas",12,7,1
45255,"http://nyu.infoloom.nyc/basket/45255","Shin Films -- North Korea",12,2,1
45264,"http://nyu.infoloom.nyc/basket/45264","Shin Sang-ok (Shin) -- return to South Korea",12,1,1
45270,"http://nyu.infoloom.nyc/basket/45270","Shin Sang-ok (Shin), as filmmaker -- directorial work",12,7,1
45274,"http://nyu.infoloom.nyc/basket/45274","Shin Sang-ok (Shin), as filmmaker -- as production work",12,4,1
45287,"http://nyu.infoloom.nyc/basket/45287","Sŏng Ch'unhyang (film, Shin) -- North Korean version",12,2,1
45432,"http://nyu.infoloom.nyc/basket/45432","generation and growth",12,0,0
45490,"http://nyu.infoloom.nyc/basket/45490","Chaucer, Geoffrey -- The Franklin's Tale",12,1,1
45494,"http://nyu.infoloom.nyc/basket/45494","Chaucer, Geoffrey -- The Pardoner's Tale",12,2,1
45496,"http://nyu.infoloom.nyc/basket/45496","Chaucer, Geoffrey -- The Parson's Tale",12,2,1
45499,"http://nyu.infoloom.nyc/basket/45499","Chaucer, Geoffrey -- The Squire's Tale",12,1,1
45849,"http://nyu.infoloom.nyc/basket/45849","objects, subjects and",12,16,1
45914,"http://nyu.infoloom.nyc/basket/45914","scale",12,13,1
46093,"http://nyu.infoloom.nyc/basket/46093","Christian party -- and Synod of Bishops",12,3,1
46115,"http://nyu.infoloom.nyc/basket/46115","Riches",12,2,1
46505,"http://nyu.infoloom.nyc/basket/46505","Introductory Lectures on Psycho-Analysis (Freud)",12,4,3
46513,"http://nyu.infoloom.nyc/basket/46513","Jews and Blacks",12,1,1
46532,"http://nyu.infoloom.nyc/basket/46532","addiction to video games",12,0,0
47350,"http://nyu.infoloom.nyc/basket/47350","Church leaders",12,0,0
149,"http://nyu.infoloom.nyc/basket/149","photography",11,25,2
212,"http://nyu.infoloom.nyc/basket/212","virtual -- environments",11,10,2
263,"http://nyu.infoloom.nyc/basket/263","social media",11,14,2
333,"http://nyu.infoloom.nyc/basket/333","Norwegian Public Service Broadcaster (NRK) -- and editorial/press freedom",11,20,1
765,"http://nyu.infoloom.nyc/basket/765","Mexico",11,8,4
827,"http://nyu.infoloom.nyc/basket/827","New York University (NYU)",11,4,1
933,"http://nyu.infoloom.nyc/basket/933","Texas A&M University",11,2,2
964,"http://nyu.infoloom.nyc/basket/964","United Nations International Children's Fund",11,0,0
967,"http://nyu.infoloom.nyc/basket/967","United Nations International Children's Fund (UNICEF)",11,1,1
1014,"http://nyu.infoloom.nyc/basket/1014","Xavier University of New Orleans -- Center for Bioenvironmental Research",11,2,1
1015,"http://nyu.infoloom.nyc/basket/1015","Xavier University of New Orleans -- Community Arts Program",11,1,1
1016,"http://nyu.infoloom.nyc/basket/1016","Yale University",11,11,2
1547,"http://nyu.infoloom.nyc/basket/1547","United States -- foreign media consumption",11,5,1
1749,"http://nyu.infoloom.nyc/basket/1749","Wikis -- Eukaryotic Genetics and Molecular Biology wiki of the University of Maryland, Baltimore County",11,1,1
1762,"http://nyu.infoloom.nyc/basket/1762","Wikis -- physics lab wiki of McGill University",11,2,1
1771,"http://nyu.infoloom.nyc/basket/1771","Wikis -- Sacred Gotham wiki of Columbia University",11,1,1
1822,"http://nyu.infoloom.nyc/basket/1822","Beijing Organizing Committee for the Games of the XXIX Olympiad (BOCOG)",11,16,1
2006,"http://nyu.infoloom.nyc/basket/2006","Nationalism -- and Beijing's failed bid for 2000 Olympics",11,2,1
2390,"http://nyu.infoloom.nyc/basket/2390","Professional journalism, professionalization of journalism (news, media) -- Values, ideology",11,2,1
2457,"http://nyu.infoloom.nyc/basket/2457","agents",11,18,2
2591,"http://nyu.infoloom.nyc/basket/2591","Colorado.",11,0,0
2807,"http://nyu.infoloom.nyc/basket/2807","Journal of the American Medical Association",11,2,1
3021,"http://nyu.infoloom.nyc/basket/3021","romanticism",11,11,4
3130,"http://nyu.infoloom.nyc/basket/3130","World War One",11,25,8
3853,"http://nyu.infoloom.nyc/basket/3853","New York State -- Division of Parole",11,1,1
3991,"http://nyu.infoloom.nyc/basket/3991","Prison Creative Arts Project (PCAP) -- poetry workshops",11,4,1
4018,"http://nyu.infoloom.nyc/basket/4018","Prison Creative Arts Project theater workshops -- Catherine Ferguson Academy",11,1,1
4233,"http://nyu.infoloom.nyc/basket/4233","University of Michigan -- English",11,6,1
4236,"http://nyu.infoloom.nyc/basket/4236","University of Michigan -- English 319",11,21,1
4237,"http://nyu.infoloom.nyc/basket/4237","University of Michigan -- English 326",11,1,1
4238,"http://nyu.infoloom.nyc/basket/4238","University of Michigan -- English 411",11,6,1
4820,"http://nyu.infoloom.nyc/basket/4820","New York University",11,2,2
5073,"http://nyu.infoloom.nyc/basket/5073","Wright, James -- ""The Mating of Dreams"" (unpublished draft)",11,1,1
5139,"http://nyu.infoloom.nyc/basket/5139","Doom",11,1,1
5527,"http://nyu.infoloom.nyc/basket/5527","weapons",11,20,1
5759,"http://nyu.infoloom.nyc/basket/5759","Intellectual property law",11,1,1
5946,"http://nyu.infoloom.nyc/basket/5946","Rhythmic asymmetry/flow -- Charles, Michael Ray",11,2,1
6049,"http://nyu.infoloom.nyc/basket/6049","Wilson, Fred",11,7,1
6109,"http://nyu.infoloom.nyc/basket/6109","conservation",11,1,1
6485,"http://nyu.infoloom.nyc/basket/6485","Silent Hill (game) -- nonplayer character (NPC)",11,2,1
6507,"http://nyu.infoloom.nyc/basket/6507","Silent Hill -- player character",11,5,1
6829,"http://nyu.infoloom.nyc/basket/6829","systems theory",11,4,1
6907,"http://nyu.infoloom.nyc/basket/6907","blogging -- in World Media class",11,2,1
6936,"http://nyu.infoloom.nyc/basket/6936","collaboration -- in World Media class",11,4,1
6983,"http://nyu.infoloom.nyc/basket/6983","digital photography -- in Hip-Hop Journalism class",11,3,1
6993,"http://nyu.infoloom.nyc/basket/6993","digital technology -- material intelligence of",11,9,1
7091,"http://nyu.infoloom.nyc/basket/7091","Hip-Hop Journalism class -- joint productive activity in",11,3,1
7116,"http://nyu.infoloom.nyc/basket/7116","instructional conversations -- in Google Earth math class",11,1,1
7155,"http://nyu.infoloom.nyc/basket/7155","learning -- TEACH Project and changes in",11,4,1
7337,"http://nyu.infoloom.nyc/basket/7337","teaching practices",11,0,0
7355,"http://nyu.infoloom.nyc/basket/7355","TEACH Project -- principles of learning incorporated in",11,10,1
7356,"http://nyu.infoloom.nyc/basket/7356","TEACH Project -- student learning in",11,4,1
7358,"http://nyu.infoloom.nyc/basket/7358","TEACH Project -- teacher learning in",11,4,1
