Basket ID,Basket Display Name,Status,Reviewed On,Reviewed,On,Reviewed By
38646,"Gregory, Debby","Reviewed, Changed",5/1/2017 14:21:23,5/1/2017,14:21:23,Alex
35122,"Greenstein, F. I.","Reviewed, Changed",5/1/2017 14:19:14,5/1/2017,14:19:14,Alex
17034,"Greenson, Ralph","Reviewed, Changed",5/1/2017 14:18:07,5/1/2017,14:18:07,Alex
27947,"Morand, Paul -- Works: Green Shoots","Reviewed, Changed",5/1/2017 14:17:29,5/1/2017,14:17:29,Alex
46511,Green Olympics,"Reviewed, Changed",5/1/2017 14:16:54,5/1/2017,14:16:54,Alex
1896,Olympic Green,"Reviewed, Changed",5/1/2017 14:16:52,5/1/2017,14:16:52,Alex
11257,"Green, Judith","Reviewed, Changed",5/1/2017 14:11:19,5/1/2017,14:11:19,Alex
14055,"Greenberg, Joanne","Reviewed, Changed",5/1/2017 14:09:08,5/1/2017,14:09:08,Alex
29816,"Greene, Graham -- The Power and the Glory","Reviewed, Changed",5/1/2017 14:08:50,5/1/2017,14:08:50,Alex
14056,"Greenberg, J. R.","Reviewed, Changed",5/1/2017 14:08:04,5/1/2017,14:08:04,Alex
31754,"Green Berets, The (Wayne and Kellogg)","Reviewed, Changed",5/1/2017 14:06:10,5/1/2017,14:06:10,Alex
31753,"Green Berets, The (Moore)","Reviewed, Changed",5/1/2017 14:05:14,5/1/2017,14:05:14,Alex
35933,"Greenacre, Phyllis","Reviewed, Changed",5/1/2017 14:04:45,5/1/2017,14:04:45,Alex
98,hacking culture,"Reviewed, Changed",5/1/2017 13:58:43,5/1/2017,13:58:43,Alex
12189,Great Expectations (Dickens) -- autobiographical nature of,"Reviewed, Changed",5/1/2017 13:56:23,5/1/2017,13:56:23,Alex
46510,Intrapsychic dynamics,"Reviewed, Changed",5/1/2017 13:54:41,5/1/2017,13:54:41,Alex
21722,Intrapsychic dynamics -- Dickens's,"Reviewed, Changed",5/1/2017 13:54:16,5/1/2017,13:54:16,Alex
21723,Intrapsychic dynamics -- Great Expectations as dramatization of,"Reviewed, Changed",5/1/2017 13:53:44,5/1/2017,13:53:44,Alex
46509,Yugoslavia,"Reviewed, Changed",5/1/2017 13:50:53,5/1/2017,13:50:53,Alex
41539,Former Yugoslavia,"Reviewed, Changed",5/1/2017 13:50:50,5/1/2017,13:50:50,Alex
20806,Greater East Asia Co-prosperity Sphere,"Reviewed, Changed",5/1/2017 13:43:18,5/1/2017,13:43:18,Alex
27946,"Milosz, Oscar Venceslas de -- Great Art","Reviewed, Changed",4/28/2017 13:53:33,4/28/2017,13:53:33,Alex
24869,"Gray, Paul","Reviewed, Changed",4/28/2017 13:52:56,4/28/2017,13:52:56,Alex
14376,"Gray, J. Patrick","Reviewed, Changed",4/28/2017 13:50:17,4/28/2017,13:50:17,Alex
35365,"Grassi, Ernesto","Reviewed, Changed",4/27/2017 15:16:57,4/27/2017,15:16:57,Alex
8217,hackers,"Reviewed, Changed",4/26/2017 17:45:10,4/26/2017,17:45:10,Alex
29808,"Steinbeck, John: The Grapes of Wrath","Reviewed, Changed",4/26/2017 17:42:09,4/26/2017,17:42:09,Alex
25844,"Grant, Ulysses S.","Reviewed, Changed",4/26/2017 17:41:54,4/26/2017,17:41:54,Alex
6413,Grand Theft Auto (GTA),"Reviewed, Changed",4/26/2017 17:41:27,4/26/2017,17:41:27,Alex
38981,"Llewellyn, Karl -- Grand Style","Reviewed, Changed",4/26/2017 17:41:13,4/26/2017,17:41:13,Alex
25843,English Civil War -- Grand Remonstrance,"Reviewed, Changed",4/26/2017 17:40:35,4/26/2017,17:40:35,Alex
3786,"Grand Rapids, MI","Reviewed, Changed",4/26/2017 17:39:50,4/26/2017,17:39:50,Alex
5717,Grandmaster Flash (hip-hop performer),"Reviewed, Changed",4/26/2017 17:39:17,4/26/2017,17:39:17,Alex
27945,"Gramont, Elisabeth de -- Proust and Montesquiou","Reviewed, Changed",4/26/2017 17:38:21,4/26/2017,17:38:21,Alex
27944,"Gramont, Elisabeth de -- History of Samuel Bernard and His Children","Reviewed, Changed",4/26/2017 17:38:06,4/26/2017,17:38:06,Alex
38980,"Derrida, Jacques -- Of Grammatology","Reviewed, Changed",4/26/2017 17:35:45,4/26/2017,17:35:45,Alex
27394,"Graham, Angus C.","Reviewed, Changed",4/26/2017 17:34:31,4/26/2017,17:34:31,Alex
15021,Graduate students -- compensation of,"Reviewed, Changed",4/26/2017 17:31:52,4/26/2017,17:31:52,Alex
15288,"Graduate Employees Organization (GEO), University of Illinois","Reviewed, Changed",4/26/2017 17:19:14,4/26/2017,17:19:14,Alex
14669,"Graduate Employees and Students Organization (GESO), Yale","Reviewed, Changed",4/26/2017 17:17:11,4/26/2017,17:17:11,Alex
27935,"Gourmont, Remy de -- Works: Cultivation of Ideas, The","Reviewed, Changed",4/26/2017 16:57:49,4/26/2017,16:57:49,Alex
27936,"Gourmont, Remy de -- ""Daily Epilogues""","Reviewed, Changed",4/26/2017 16:56:09,4/26/2017,16:56:09,Alex
28138,"Rouveyre, André -- Recluse and the Sly One: Gourmont and Gide, The","Reviewed, Changed",4/25/2017 17:42:25,4/25/2017,17:42:25,Alex
17412,"Gould, Jay","Reviewed, Changed",4/25/2017 17:40:23,4/25/2017,17:40:23,Alex
9670,"Gore, A.","Reviewed, Changed",4/25/2017 17:36:35,4/25/2017,17:36:35,Alex
10272,"Gordon-Levitt, Joseph","Reviewed, Changed",4/25/2017 17:28:18,4/25/2017,17:28:18,Alex
29807,"Gordon, George: The Complete Poetical Works of Lord Byron","Reviewed, Changed",4/25/2017 17:27:28,4/25/2017,17:27:28,Alex
43952,"""Goophered Grapevine, The"" (Chesnutt)","Reviewed, Changed",4/25/2017 17:24:40,4/25/2017,17:24:40,Alex
26894,Goodyear,"Reviewed, Changed",4/25/2017 17:17:14,4/25/2017,17:17:14,Alex
35142,"Goodwin, Doris Kearns","Reviewed, Changed",4/25/2017 17:16:41,4/25/2017,17:16:41,Alex
17982,"Lessing, Gotthold Ephraim","Reviewed, Changed",4/25/2017 17:14:14,4/25/2017,17:14:14,Alex
17984,"Lessing, Gotthold Ephraim -- Nathan the Wise","Reviewed, Changed",4/25/2017 17:14:00,4/25/2017,17:14:00,Alex
17983,"Lessing, Gotthold Ephraim -- ""The Education of the Human Race""","Reviewed, Changed",4/25/2017 17:13:47,4/25/2017,17:13:47,Alex
12184,"Good Terrorist, The (Lessing)","Reviewed, Changed",4/25/2017 17:12:38,4/25/2017,17:12:38,Alex
35361,"Goodman, Nelson","Reviewed, Changed",4/25/2017 17:06:20,4/25/2017,17:06:20,Alex
27391,"Goodman, Lenn E.","Reviewed, Changed",4/25/2017 17:05:51,4/25/2017,17:05:51,Alex
35360,"Goodman, Lee","Reviewed, Changed",4/25/2017 17:04:39,4/25/2017,17:04:39,Alex
23457,"Goodbye, Columbus (movie)","Reviewed, Changed",4/25/2017 17:01:03,4/25/2017,17:01:03,Alex
34055,Goodbye Columbus,"Reviewed, Changed",4/25/2017 16:59:43,4/25/2017,16:59:43,Alex
23455,"Goldstein, Israel","Reviewed, Changed",4/25/2017 16:52:12,4/25/2017,16:52:12,Alex
41316,Theos,"Reviewed, Changed",4/25/2017 16:45:09,4/25/2017,16:45:09,Alex
8909,"Goldberg, David Theo -- ""institution"" as a ""mobilizing network""","Reviewed, Changed",4/25/2017 16:44:48,4/25/2017,16:44:48,Alex
8908,"Goldberg, David Theo","Reviewed, Changed",4/25/2017 16:44:37,4/25/2017,16:44:37,Alex
14051,"Goldberg, Arnold","Reviewed, Changed",4/25/2017 16:41:36,4/25/2017,16:41:36,Alex
6174,gold,"Reviewed, Changed",4/25/2017 16:30:51,4/25/2017,16:30:51,Alex
31747,Going Back (Munro),"Reviewed, Changed",4/25/2017 16:30:29,4/25/2017,16:30:29,Alex
31708,"Ehrhart, William D.","Reviewed, Changed",4/25/2017 16:30:02,4/25/2017,16:30:02,Alex
31746,Going Back (Ehrhart),"Reviewed, Changed",4/25/2017 16:29:49,4/25/2017,16:29:49,Alex
31745,Going After Cacciato (O'Brien),"Reviewed, Changed",4/25/2017 16:29:35,4/25/2017,16:29:35,Alex
2238,"Goffman, Erving","Reviewed, Changed",4/25/2017 16:23:59,4/25/2017,16:23:59,Alex
26366,"Goetz, Bernhard","Reviewed, Changed",4/25/2017 16:23:13,4/25/2017,16:23:13,Alex
30588,"Goddard, William","Reviewed, Changed",4/25/2017 15:58:25,4/25/2017,15:58:25,Alex
17851,God -- as creator through self–limitation,"Reviewed, Changed",4/25/2017 15:57:32,4/25/2017,15:57:32,Alex
28349,Gnostic literature -- Hekhalot mysticism and,"Reviewed, Changed",4/25/2017 15:25:15,4/25/2017,15:25:15,Alex
1218,"Hachten, William","Reviewed, Changed",4/25/2017 15:24:40,4/25/2017,15:24:40,Alex
25796,Glorious (Bloodless) Revolution,"Reviewed, Changed",4/25/2017 15:19:53,4/25/2017,15:19:53,Alex
9673,Global Positioning System (GPS),"Reviewed, Changed",4/25/2017 15:18:15,4/25/2017,15:18:15,Alex
1206,Globalization -- Media globalization,"Reviewed, Changed",4/25/2017 15:09:15,4/25/2017,15:09:15,Alex
1166,news reporting,"Reviewed, Changed",4/25/2017 15:09:08,4/25/2017,15:09:08,Alex
1388,news reporting -- Hurricane Katrina coverage,"Reviewed, Changed",4/25/2017 15:08:56,4/25/2017,15:08:56,Alex
1386,news reporting -- French riots coverage,"Reviewed, Changed",4/25/2017 15:07:42,4/25/2017,15:07:42,Alex
28865,Global economy -- disparity with Third World,"Reviewed, Changed",4/25/2017 15:01:59,4/25/2017,15:01:59,Alex
35356,"Gledhill, Christine","Reviewed, Changed",4/25/2017 13:59:56,4/25/2017,13:59:56,Alex
21069,"Prestowitz, Clyde","Reviewed, Changed",4/25/2017 13:58:01,4/25/2017,13:58:01,Alex
20800,"""Giving Japan a Handout"" (Prestowitz)","Reviewed, Changed",4/25/2017 13:57:43,4/25/2017,13:57:43,Alex
9662,"Gitlin, Todd","Reviewed, Changed",4/25/2017 13:54:19,4/25/2017,13:54:19,Alex
11250,Giselle (class member) -- World Challenge selection,"Reviewed, Changed",4/25/2017 13:42:31,4/25/2017,13:42:31,Alex
11249,Giselle (class member) -- Tumblr use for artistic practices,"Reviewed, Changed",4/25/2017 13:42:24,4/25/2017,13:42:24,Alex
11248,Giselle (class member) -- technological pursuits support by family,"Reviewed, Changed",4/25/2017 13:41:59,4/25/2017,13:41:59,Alex
11246,Giselle (class member) -- self-motivated music learning,"Reviewed, Changed",4/25/2017 13:41:54,4/25/2017,13:41:54,Alex
11245,Giselle (class member) -- music teacher's relationship,"Reviewed, Changed",4/25/2017 13:41:28,4/25/2017,13:41:28,Alex
11244,Giselle (class member) -- music participation without levels,"Reviewed, Changed",4/25/2017 13:41:14,4/25/2017,13:41:14,Alex
11243,Giselle (class member) -- music making by,"Reviewed, Changed",4/25/2017 13:39:47,4/25/2017,13:39:47,Alex
11242,Giselle (class member) -- music alternatives for,"Reviewed, Changed",4/25/2017 13:39:39,4/25/2017,13:39:39,Alex
11241,Giselle (class member) -- mainstream schooling criticism,"Reviewed, Changed",4/25/2017 13:39:31,4/25/2017,13:39:31,Alex
11240,Giselle (class member) -- jointly constructed music curriculum,"Reviewed, Changed",4/25/2017 13:39:20,4/25/2017,13:39:20,Alex
11239,Giselle (class member) -- home superiority in providing learning opportunities,"Reviewed, Changed",4/25/2017 13:39:10,4/25/2017,13:39:10,Alex
11238,Giselle (class member) -- gendering exception,"Reviewed, Changed",4/25/2017 13:38:56,4/25/2017,13:38:56,Alex
11237,Giselle (class member) -- father's fragmentation worry,"Reviewed, Changed",4/25/2017 13:38:50,4/25/2017,13:38:50,Alex
11236,Giselle (class member) -- Facebook profile,"Reviewed, Changed",4/25/2017 13:38:37,4/25/2017,13:38:37,Alex
11235,Giselle (class member) -- deliberate artistic development by,"Reviewed, Changed",4/25/2017 13:38:25,4/25/2017,13:38:25,Alex
11234,Giselle (class member) -- computer games use for artistic practices,"Reviewed, Changed",4/25/2017 13:38:17,4/25/2017,13:38:17,Alex
11233,Giselle (class member) -- class relationships,"Reviewed, Changed",4/25/2017 13:38:02,4/25/2017,13:38:02,Alex
11232,Giselle (class member) -- bohemian cultural capital,"Reviewed, Changed",4/25/2017 13:37:41,4/25/2017,13:37:41,Alex
11231,Giselle (class member) -- art talent of,"Reviewed, Changed",4/25/2017 13:37:29,4/25/2017,13:37:29,Alex
11230,Giselle (class member) -- alternative visions of learning,"Reviewed, Changed",4/25/2017 13:37:14,4/25/2017,13:37:14,Alex
11229,Giselle (class member),"Reviewed, Changed",4/25/2017 13:36:58,4/25/2017,13:36:58,Alex
11851,"social networking sites, online -- Giselle's organization of friends through","Reviewed, Changed",4/25/2017 13:36:48,4/25/2017,13:36:48,Alex
10951,computer games -- Giselle's use of,"Reviewed, Changed",4/25/2017 13:35:26,4/25/2017,13:35:26,Alex
10857,bohemian cultural capital -- Giselle's family,"Reviewed, Changed",4/25/2017 13:34:59,4/25/2017,13:34:59,Alex
44758,Girangaon (Village of Mills),"Reviewed, Changed",4/25/2017 12:27:01,4/25/2017,12:27:01,Alex
14047,"Ginzburg, Ralph","Reviewed, Changed",4/25/2017 12:25:58,4/25/2017,12:25:58,Alex
42894,"Gilmore, Ruth Wilson -- racism, definition of","Reviewed, Changed",4/25/2017 12:22:05,4/25/2017,12:22:05,Alex
42893,"Gilmore, Ruth Wilson -- on military Keynesianism","Reviewed, Changed",4/25/2017 12:19:50,4/25/2017,12:19:50,Alex
32437,Net exports,"Reviewed, Changed",4/25/2017 12:18:44,4/25/2017,12:18:44,Alex
19982,"Keynes, John Maynard","Reviewed, Changed",4/25/2017 12:16:53,4/25/2017,12:16:53,Alex
14367,"Gilman, Sander L.","Reviewed, Changed",4/25/2017 12:14:01,4/25/2017,12:14:01,Alex
17028,"Gill, Merton Max","Reviewed, Changed",4/25/2017 12:00:08,4/25/2017,12:00:08,Alex
40394,"Gilligan, Carol -- on importance of context in studying human development","Reviewed, Changed",4/25/2017 11:57:33,4/25/2017,11:57:33,Alex
35351,"Gilligan, Carol","Reviewed, Changed",4/25/2017 11:55:20,4/25/2017,11:55:20,Alex
14046,"Gilbert, G. M.","Reviewed, Changed",4/25/2017 11:50:05,4/25/2017,11:50:05,Alex
9660,"Gilbert, G. Nigel","Reviewed, Changed",4/25/2017 11:49:51,4/25/2017,11:49:51,Alex
21601,"""Gift of the Christ Child, The"" (MacDonald)","Reviewed, Changed",4/25/2017 11:33:15,4/25/2017,11:33:15,Alex
11226,gifted and talented girls -- Giselle and Sara,"Reviewed, Changed",4/25/2017 11:32:38,4/25/2017,11:32:38,Alex
11224,Gideon (class member) -- World Challenge selection,"Reviewed, Changed",4/25/2017 11:30:15,4/25/2017,11:30:15,Alex
11223,Gideon (class member) -- visible popularity of,"Reviewed, Changed",4/25/2017 11:30:10,4/25/2017,11:30:10,Alex
11222,Gideon (class member) -- uncertain future of,"Reviewed, Changed",4/25/2017 11:30:02,4/25/2017,11:30:02,Alex
11220,Gideon (class member) -- social effort to gain status in core group,"Reviewed, Changed",4/25/2017 11:29:54,4/25/2017,11:29:54,Alex
11219,Gideon (class member) -- SIMS metrics and,"Reviewed, Changed",4/25/2017 11:29:38,4/25/2017,11:29:38,Alex
11217,"Gideon (class member) -- school, out-of-school, and online disconnections","Reviewed, Changed",4/25/2017 11:29:23,4/25/2017,11:29:23,Alex
11216,"Gideon (class member) -- personal or private difficulties, discussion with family of","Reviewed, Changed",4/25/2017 11:29:17,4/25/2017,11:29:17,Alex
11221,Gideon (class member) -- on teacher's treatment,"Reviewed, Changed",4/25/2017 11:29:06,4/25/2017,11:29:06,Alex
11218,Gideon (class member) -- on school rules,"Reviewed, Changed",4/25/2017 11:28:52,4/25/2017,11:28:52,Alex
11215,Gideon (class member) -- Facebook friendships and,"Reviewed, Changed",4/25/2017 11:26:39,4/25/2017,11:26:39,Alex
11213,Gideon (class member) -- class relationships,"Reviewed, Changed",4/25/2017 11:26:20,4/25/2017,11:26:20,Alex
11212,Gideon (class member) -- anger management classes for,"Reviewed, Changed",4/25/2017 11:26:07,4/25/2017,11:26:07,Alex
11211,Gideon (class member),"Reviewed, Changed",4/25/2017 11:12:53,4/25/2017,11:12:53,Alex
2231,"Giddens, Anthony","Reviewed, Changed",4/25/2017 11:12:32,4/25/2017,11:12:32,Alex
549,"Giarrusso, Courtney","Reviewed, Changed",4/25/2017 11:09:56,4/25/2017,11:09:56,Alex
14045,"Gerzon, Mark","Reviewed, Changed",4/24/2017 17:42:12,4/24/2017,17:42:12,Alex
27927,"Loy, Mina -- ""Gertrude Stein""","Reviewed, Changed",4/24/2017 17:41:18,4/24/2017,17:41:18,Alex
27926,"Germain, André -- Renée Vivien","Reviewed, Changed",4/24/2017 17:39:19,4/24/2017,17:39:19,Alex
27925,"Germain, André -- ""Homage to Valéry, An""","Reviewed, Changed",4/24/2017 17:38:30,4/24/2017,17:38:30,Alex
11210,"Gergen, Kenneth J.","Reviewed, Changed",4/24/2017 17:37:48,4/24/2017,17:37:48,Alex
26891,Gerber,"Reviewed, Changed",4/24/2017 17:31:35,4/24/2017,17:31:35,Alex
547,Georgia.,"Reviewed, Changed",4/24/2017 17:29:50,4/24/2017,17:29:50,Alex
22498,"George III, king of England","Reviewed, Changed",4/24/2017 17:27:33,4/24/2017,17:27:33,Alex
7055,George Foster Peabody Award,"Reviewed, Changed",4/24/2017 17:27:14,4/24/2017,17:27:14,Alex
8892,geographical information systems (GIS) -- maps,"Reviewed, Changed",4/24/2017 17:17:27,4/24/2017,17:17:27,Alex
8891,geographical information systems (GIS) -- historical,"Reviewed, Changed",4/24/2017 17:16:53,4/24/2017,17:16:53,Alex
8902,geographical information systems (GIS),"Reviewed, Changed",4/24/2017 17:16:29,4/24/2017,17:16:29,Alex
16792,"Shakespeare, William -- Two Gentlemen of Verona","Reviewed, Changed",4/24/2017 17:14:46,4/24/2017,17:14:46,Alex
22391,Gentlemen,"Reviewed, Changed",4/24/2017 17:14:32,4/24/2017,17:14:32,Alex
41561,Serbian program of genocide,"Reviewed, Changed",4/24/2017 17:11:58,4/24/2017,17:11:58,Alex
1865,Genocide Olympics,"Reviewed, Changed",4/24/2017 17:09:56,4/24/2017,17:09:56,Alex
2431,United Nations,"Reviewed, Changed",4/24/2017 17:06:00,4/24/2017,17:06:00,Alex
20795,General Motors Corp.,"Reviewed, Changed",4/24/2017 16:40:19,4/24/2017,16:40:19,Alex
38975,Genealogy of Morals (Nietzsche),"Reviewed, Changed",4/24/2017 16:38:45,4/24/2017,16:38:45,Alex
11208,gender -- music learning accomplishment and,"Reviewed, Changed",4/24/2017 16:33:17,4/24/2017,16:33:17,Alex
11205,gender -- class relationships influenced by,"Reviewed, Changed",4/24/2017 16:27:43,4/24/2017,16:27:43,Alex
27381,"Gell-Mann, Murray","Reviewed, Changed",4/24/2017 16:23:45,4/24/2017,16:23:45,Alex
14132,"Mann, I.","Reviewed, Changed",4/24/2017 16:23:37,4/24/2017,16:23:37,Alex
14041,"Gelb, Lawrence","Reviewed, Changed",4/24/2017 16:14:33,4/24/2017,16:14:33,Alex
9654,"Geertz, Clifford","Reviewed, Changed",4/24/2017 16:11:39,4/24/2017,16:11:39,Alex
17025,"Gedo, John","Reviewed, Changed",4/24/2017 16:10:13,4/24/2017,16:10:13,Alex
35706,Gayspeak,"Reviewed, Changed",4/24/2017 16:08:02,4/24/2017,16:08:02,Alex
36499,Gays,"Reviewed, Changed",4/24/2017 16:07:24,4/24/2017,16:07:24,Alex
24863,"Gay, Peter -- on the Rat Man treatment","Reviewed, Changed",4/24/2017 15:48:03,4/24/2017,15:48:03,Alex
24862,"Gay, Peter -- on Freud's account of Dora case","Reviewed, Changed",4/24/2017 15:47:51,4/24/2017,15:47:51,Alex
24861,"Gay, Peter -- on dichotomy of Freud's technique","Reviewed, Changed",4/24/2017 15:47:44,4/24/2017,15:47:44,Alex
17834,"Gay, Peter","Reviewed, Changed",4/24/2017 15:47:32,4/24/2017,15:47:32,Alex
33558,Gay men -- HIV-negative,"Reviewed, Changed",4/24/2017 15:39:28,4/24/2017,15:39:28,Alex
30725,law -- v. religion,"Reviewed, Changed",4/24/2017 14:31:34,4/24/2017,14:31:34,Alex
38974,Gaylegal Agenda,"Reviewed, Changed",4/24/2017 14:26:04,4/24/2017,14:26:04,Alex
39064,Law -- Gaylegal,"Reviewed, Changed",4/24/2017 14:25:59,4/24/2017,14:25:59,Alex
27380,"Gay, J.","Reviewed, Changed",4/24/2017 14:21:13,4/24/2017,14:21:13,Alex
9652,Geospatial Technologies and Human Rights (GaTHR),"Reviewed, Changed",4/24/2017 14:20:10,4/24/2017,14:20:10,Alex
5704,"Gates, Henry Louis, Jr.","Reviewed, Changed",4/24/2017 12:35:35,4/24/2017,12:35:35,Alex
7710,"Gaskell, Mrs. Elizabeth","Reviewed, Changed",4/24/2017 12:33:06,4/24/2017,12:33:06,Alex
35349,"Gary, A. L.","Reviewed, Changed",4/24/2017 12:32:45,4/24/2017,12:32:45,Alex
27379,"Gardner, Howard","Reviewed, Changed",4/24/2017 12:31:06,4/24/2017,12:31:06,Alex
5287,Tay (The Rebel Age),"Reviewed, Changed",4/24/2017 12:29:32,4/24/2017,12:29:32,Alex
5149,Survey Island (Map or Garden Island),"Reviewed, Changed",4/24/2017 12:27:38,4/24/2017,12:27:38,Alex
6171,garbology,"Reviewed, Changed",4/24/2017 12:26:42,4/24/2017,12:26:42,Alex
8192,"Gans, Herbert J.","Reviewed, Changed",4/24/2017 12:25:24,4/24/2017,12:25:24,Alex
42205,"""rap music"" and variants -- gangsta rap","Reviewed, Changed",4/24/2017 12:24:47,4/24/2017,12:24:47,Alex
44603,"Gandhi, Indira","Reviewed, Changed",4/24/2017 12:24:12,4/24/2017,12:24:12,Alex
13096,"Gandhi, Mohandas K.","Reviewed, Changed",4/24/2017 12:22:11,4/24/2017,12:22:11,Alex
19889,"Galloway Plan, and John Jay's position","Reviewed, Changed",4/24/2017 12:01:15,4/24/2017,12:01:15,Alex
9650,"Gallo, Jason","Reviewed, Changed",4/24/2017 12:00:14,4/24/2017,12:00:14,Alex
14038,"Gaebler, Ted","Reviewed, Changed",4/21/2017 15:33:22,4/21/2017,15:33:22,Alex
27375,"Gadamer, Hans-Georg","Reviewed, Changed",4/21/2017 15:32:28,4/21/2017,15:32:28,Alex
24857,"""Future Prospects of Psycho-Analytic Therapy, The"" (Freud)","Reviewed, Changed",4/21/2017 15:27:00,4/21/2017,15:27:00,Alex
40468,Malcolm (case study),"Reviewed, Changed",4/21/2017 12:55:25,4/21/2017,12:55:25,Alex
40377,Future -- expectations for (Malcolm),"Reviewed, Changed",4/21/2017 12:54:38,4/21/2017,12:54:38,Alex
1181,Gackt,"Reviewed, Changed",4/21/2017 12:54:19,4/21/2017,12:54:19,Alex
15452,Fusion,"Reviewed, Changed",4/21/2017 12:53:10,4/21/2017,12:53:10,Alex
38406,"Furies, The","Reviewed, Changed",4/21/2017 12:51:26,4/21/2017,12:51:26,Alex
3497,"Gainesville, FL","Reviewed, Changed",4/21/2017 12:50:56,4/21/2017,12:50:56,Alex
40806,Funding of scientific research -- central role of administrative agencies,"Reviewed, Changed",4/21/2017 11:56:34,4/21/2017,11:56:34,Alex
31736,Full Metal Jacket,"Reviewed, Changed",4/21/2017 11:52:59,4/21/2017,11:52:59,Alex
38964,"Fuller, Lon L.","Reviewed, Changed",4/21/2017 11:52:30,4/21/2017,11:52:30,Alex
35111,"Fulbright, J. William","Reviewed, Changed",4/21/2017 11:51:43,4/21/2017,11:51:43,Alex
2227,"Galtung, Johan","Reviewed, Changed",4/21/2017 11:23:33,4/21/2017,11:23:33,Alex
14661,"Frye, Northrop","Reviewed, Changed",4/21/2017 11:09:49,4/21/2017,11:09:49,Alex
35346,"Frye, Marilyn","Reviewed, Changed",4/21/2017 11:09:10,4/21/2017,11:09:10,Alex
46508,"Frost, Robert -- ""The Pasture""","Reviewed, Changed",4/21/2017 11:07:01,4/21/2017,11:07:01,Alex
14036,"Frosh, J.","Reviewed, Changed",4/21/2017 11:03:16,4/21/2017,11:03:16,Alex
14361,"Frosch, William A., George L. Ginsberg, and Theodore Shapiro","Reviewed, Changed",4/21/2017 11:03:12,4/21/2017,11:03:12,Alex
15001,From the District File (Bernard),"Reviewed, Changed",4/21/2017 11:02:54,4/21/2017,11:02:54,Alex
5148,Gadget,"Reviewed, Changed",4/20/2017 17:46:35,4/20/2017,17:46:35,Alex
5146,From Myst to Riven: The Creations and Inspirations,"Reviewed, Changed",4/20/2017 17:46:05,4/20/2017,17:46:05,Alex
17018,"Fromm-Reichmann, Frieda -- cares for Groddeck","Reviewed, Changed",4/20/2017 17:44:54,4/20/2017,17:44:54,Alex
15451,"Fromm-Reichmann, Frieda","Reviewed, Changed",4/20/2017 17:44:28,4/20/2017,17:44:28,Alex
15450,"Fromm, Erich","Reviewed, Changed",4/20/2017 17:44:09,4/20/2017,17:44:09,Alex
17401,Fringe benefit plans,"Reviewed, Changed",4/20/2017 17:43:13,4/20/2017,17:43:13,Alex
2708,"Freire, Paolo","Reviewed, Changed",4/20/2017 17:42:08,4/20/2017,17:42:08,Alex
40372,Friendship(s) -- racial differences in intimacy of,"Reviewed, Changed",4/20/2017 17:37:59,4/20/2017,17:37:59,Alex
11196,friendships -- predating and extending beyond the class,"Reviewed, Changed",4/20/2017 17:37:20,4/20/2017,17:37:20,Alex
6438,"Matrix, The","Reviewed, Changed",4/20/2017 17:30:25,4/20/2017,17:30:25,Alex
9094,"MATRIX, Center for Digital Humanities and Social Sciences","Reviewed, Changed",4/20/2017 17:29:19,4/20/2017,17:29:19,Alex
27918,"""Friendship of Women, The"" (Vivien)","Reviewed, Changed",4/20/2017 17:20:29,4/20/2017,17:20:29,Alex
21783,Love -- in Our Mutual Friend,"Reviewed, Changed",4/20/2017 17:18:28,4/20/2017,17:18:28,Alex
21935,Our Mutual Friend (Dickens),"Reviewed, Changed",4/20/2017 17:18:18,4/20/2017,17:18:18,Alex
2707,"Friend, Christy","Reviewed, Changed",4/20/2017 17:17:08,4/20/2017,17:17:08,Alex
9646,"Friedman, Thomas L.","Reviewed, Changed",4/20/2017 17:16:59,4/20/2017,17:16:59,Alex
27373,"Friday, A.","Reviewed, Changed",4/20/2017 16:03:45,4/20/2017,16:03:45,Alex
36131,Freund and McGuire,"Reviewed, Changed",4/20/2017 16:03:16,4/20/2017,16:03:16,Alex
24928,"Lanzer, Ernst","Reviewed, Changed",4/20/2017 15:53:27,4/20/2017,15:53:27,Alex
35925,"Freud, Sigmund -- Three Essays on on the Theory of Sexuality","Reviewed, Changed",4/20/2017 11:36:21,4/20/2017,11:36:21,Alex
25275,"Freud, Sigmund -- ""The Unconscious""","Reviewed, Changed",4/20/2017 11:35:43,4/20/2017,11:35:43,Alex
24847,"Freud, Sigmund -- theory of the unconscious by","Reviewed, Changed",4/20/2017 11:35:02,4/20/2017,11:35:02,Alex
24844,"Freud, Sigmund -- proposals regarding resistance","Reviewed, Changed",4/20/2017 11:34:27,4/20/2017,11:34:27,Alex
24846,"Freud, Sigmund -- on psychoanalysis","Reviewed, Changed",4/20/2017 11:32:58,4/20/2017,11:32:58,Alex
35923,"Freud, Sigmund -- ""On Narcissism: An Introduction""","Reviewed, Changed",4/20/2017 11:31:57,4/20/2017,11:31:57,Alex
35922,"Freud, Sigmund -- ""On Mourning and Melancholia""","Reviewed, Changed",4/20/2017 11:30:59,4/20/2017,11:30:59,Alex
46506,"Freud, Sigmund -- Notes Upon a Case of Obsessional Neurosis","Reviewed, Changed",4/20/2017 11:30:25,4/20/2017,11:30:25,Alex
26588,"Freud, Sigmund -- on Middlemarch","Reviewed, Changed",4/20/2017 11:29:50,4/20/2017,11:29:50,Alex
