topic_id,topic_name,name_type
4284,"Varner, Shon",Person
4285,Vera Institute of Justice Center on Sentencing and Corrections,Corporation
4286,"Victor, Fran",Person
4287,Victor/Harder Productions,Corporation
4288,"Vida, Nasha",Person
4289,Vida Latina,Person
4292,Villa El Salvador,Corporation
4293,Violent Crime Control and Law Enforcement Act,Corporation
4294,Virginia Center for the Creative Arts,Corporation
4295,Vista Maria,Person
4297,Voices in the Rain,Corporation
4299,"Wabindato, Sharleen",Person
4300,Wackenhut facility,Corporation
4301,"Wade, Monty",Person
4302,Waffen SS,Corporation
4303,Waiver Right: Right or Wrong,Corporation
4304,"Wald, Alan",Person
4305,"Waldron, Bobbie",Person
4306,"Wallette, Anna Joseph",Person
4307,"Ward, Bill",Person
4308,"Ward, Mike",Person
4313,"Warner, Kate",Person
4314,"Warren, Millie (Warden)",Person
4315,"Washington Heights, NY",Corporation
4316,Washtenaw Council on the Arts,Corporation
4317,Washtenaw County,Corporation
4321,"Watson, Cal",Corporation
4322,"Weider, Katherine",Person
4324,"Welch, Alycia",Person
4325,Wesley Foundation Lounge,Corporation
4326,Western Wayne Correctional Facility,Corporation
4330,Western Wayne Players,Corporation
4331,"Wetherbee, Peter",Person
4332,What's in the Water Cooler? The Lost Room…What!!!?,Corporation
4333,When Can We Talk?,Corporation
4334,"White, Anthony",Person
4335,"White, Josh, Jr.",Person
4336,"Whitesburg, KY",Corporation
4337,"Whitmore, Jackie",Person
4338,"Whittell, Giles",Corporation
4341,"Wiesenthal, Simon",Person
4342,"Wilbanks, Cynthia",Person
4343,"Williams, Kay",Person
4344,"Williams, Noelle",Person
4345,"Williams, Ralph",Person
4348,"""Will the Punishment Never Stop?""",Corporation
4349,Wilmette Methodist Church,Corporation
4350,"Wilson, Dawn",Person
4351,"Wilson, Jackie",Person
4352,Wilson-Bey,Person
4355,"Woiwode, Pete",Person
4356,Women's Prison Association,Corporation
4358,"Wood, Peter",Person
4360,Yawar,Corporation
4361,"Young, Charles M.",Person
4362,"Young, Evans",Corporation
4364,"Younker, Betty Ann",Person
4366,Y2K and the Wicked Stepmother,Corporation
4367,Yuyachkani,Person
4370,"A-Basin ski area, aka Arapaho Basin Ski Area",Corporation
4371,Academic and workshop poetry,Corporation
4372,Academy of American Poets,Corporation
4374,aesthetics,Corporation
4380,"Aguilar, George",Person
4382,"Ai, ""Conversation""",Corporation
4384,"Altieri, Charles",Person
4385,American Life in Poetry,Corporation
4386,America's Funniest Home Videos,Corporation
4387,"Anderson, Cole, ""Bread""",Corporation
4390,"Anderson, IN",Person
4395,Anderson Herald,Person
4396,"Andrews, Jim",Person
4398,"Angelou, Maya, ""Phenomenal Woman""",Person
4400,"Aristotle, on poetic voice",Corporation
4401,"Armory Show, 1913 art exhibition",Corporation
4403,"Armstrong, Stretch",Corporation
4406,"Ashbery, John",Person
4407,Ask Jeeves,Corporation
4408,Asteriods,Corporation
4409,"Atiz BookSnap, digital book copier",Corporation
4411,Atlanta Constitution,Corporation
4412,"Auden, W. H.",Person
4414,Audio poetry,Person
4415,"Axelrod, Stephen Gould",Person
4416,"Baker, David",Person
4419,"Barber, Stephen",Person
4420,"Barker, Bob",Person
4421,"Bates, Kathy",Person
4422,"Bauerlein, Mark, The Dumbest Generation",Corporation
4423,Bauhaus,Person
4424,"Beach, Christopher, Poetic Culture",Corporation
4425,Beat poetry,Person
4427,"Begley, Sharon",Person
4428,"Bengtson, David",Person
4431,Berkeley Film and Video Festival,Corporation
4432,"Bernstein, Charles",Person
4435,"Best poems in English, library card catalog search for anthologies of",Corporation
4436,"Bhatnagar, Supriya",Corporation
4437,"Bifurcation, of American poetics",Corporation
4438,"Bishop, Elizabeth, ""Manmoth""",Person
4442,"Bly, Carol",Person
4446,"Bomag Corporation, Kewanee, IL",Corporation
4448,Born Magazine,Person
4449,Boulevard,Corporation
4450,Bradley University,Corporation
4451,"Bradstreet, Anne",Person
4453,"Brahms, Johannes",Corporation
4454,Bread & Steel,Corporation
4455,Breckenridge ski area,Person
4456,Broadside Press,Corporation
4457,"Bronzeville, Chicago neighborhood",Corporation
4460,"Brooks, Van Wyck",Corporation
4461,"Brower, Joel",Person
4462,"Bryant, Dana",Person
4463,"Burgin, Richard",Person
4465,"Buscani, Lisa",Person
4466,"Buttersworth, Mrs.",Corporation
4468,"Carmichael, Hoagy, ""Stardust""",Person
4469,"Carnegie libraries, Delevan, IL, and Kewanee, IL",Corporation
4470,"Carr, Nicholas",Person
4472,"Cayley, John",Person
4473,"Célan, Paul",Person
4474,"Char, René",Person
4475,"Chasar, Mike",Person
4477,"Chevrel, Seb, ""You and We""",Corporation
4478,Chicago Cubs,Corporation
4479,"Chinese poetry, spring and autumn period",Corporation
4481,Cincinnati Reds,Corporation
4482,Cin(E)-Poetry,Person
4483,Cinqué,Person
4484,"Civil War, effects on American literature",Corporation
4485,"Clemens, Samuel",Person
4486,Click poetry,Person
4487,"Clifton, Lucille",Person
4489,"Coffin, Charles",Person
4490,"Collier, Michael, poet laureate as public figurehead",Corporation
4491,"Collins, Billy",Person
4493,Columbia Granger's Index to Poetry,Corporation
4494,Columbine High School,Corporation
4495,"Common Sense, hip hop performer",Corporation
4496,"Computer memory storage devices, flash drives and floppy disks",Corporation
4497,Conceptual poetry,Corporation
4498,Concrete poetry,Corporation
4499,Confessional poetry,Corporation
4500,Container Corporation of America,Corporation
4501,Cooked and raw poetry,Corporation
4503,"Counseling and Wellness, university-based",Corporation
4504,"Coval, Kevin",Person
4506,"Creech, Morri, Field Knowledge",Corporation
4507,"Creeley, Robert",Person
4508,"Crew, Sir Clipsby",Person
4509,"Crowder, Richard, account of Riley's faux-Poe, Those Innocent Years",Corporation
4510,Cuisinarting the study and practice of poetry,Corporation
4511,Cyberpoetry,Corporation
4512,Cybertext,Person
4513,Dada and Dadaist,Corporation
4515,"Davis, Peter",Person
4516,Deep Image poetry,Corporation
4517,Def Poetry Jam,Corporation
4518,Denny's restaurant,Corporation
4519,"Dialogic relationship, in poetry",Corporation
4520,"Dickey, James",Person
4522,Digital poetry,Person
4526,"Divinyls, The, ""I Touch Myself""",Corporation
4527,Docuvideos,Person
4528,Dodo bird,Person
4529,"Doidge, Norman, The Brain That Changes Itself",Corporation
4530,"Donne, John",Person
4531,"Dorn, Edward",Person
4532,Dragnet,Person
4533,"DuBois, W. E. B.",Person
4534,"Dunlap, IL",Person
4535,"Dutton, Grant, ""Bread""",Person
4538,Ecstatic poetry,Corporation
4539,Egoist,Person
4542,Electronic Literature collection,Corporation
4543,Electronic Literature organization,Corporation
4544,"Electronic Poetry Center, University of Buffalo",Corporation
4545,"Eleveld, Mark",Person
4546,"Eliade, Mircea, on the profane and sacred",Corporation
4551,Electronic Literature: definition of,Corporation
4554,"Engle, Paul, ""The Hero""",Person
4555,"Epiphanicity, as measure of one author's ability to shape another's life and art",Corporation
4556,e-poetry,Person
4559,"Eriksson, Peter",Person
4560,Essjay,Person
4562,"Ethell, Will",Person
4563,Ethnopoetics,Person
4564,"Everywherenicity, regarding ubiquitous presence of the camera",Corporation
4565,"Existanai, Greek root of ecstasy",Corporation
4568,Feminist poetry,Person
4569,"Fenza, David",Person
4570,"Ferlinghetti, Lawrence, Coney Island of the Mind",Corporation
4571,"Fernandez, Amanda",Person
4572,"Ferolo, James",Person
4573,"Fiasco, Lupé",Person
4574,Filmic poetry,Corporation
4575,"Filreis, Alan",Person
4576,Fireside Poets,Corporation
4577,Fisk Black Writers Conference,Corporation
4578,"Fitterman, Robert",Person
4580,Flarf poetry,Person
4581,"Foley, John Miles, How to Read an Oral Poem",Corporation
4582,"Forrest, Stephanie, ""Shatter""",Person
4583,"Foster, Richard",Person
4584,Found poetry,Person
4585,"Franco, Gen. Francisco",Person
4586,Frankenstein,Person
4587,"Friedman, Norman",Person
4589,"Fuller, Robert, history of intoxicants in ecstatic rituals, Stairways to Heaven",Corporation
4591,"Gaines, Reg. E.",Person
4592,"Gardner, Drew",Person
4593,"Gates, Henry Louis, Signifying Monkey",Corporation
4594,"Generation of '62, poets of",Corporation
4595,"Gill, William F.",Person
4598,"Gioia, Dana",Person
4603,"Golden, Daniel",Person
4604,"Goldsmith, Kenneth",Person
4605,"Goodman, Felicitas",Person
4607,Great Age of Newspapers and Magazines,Corporation
4608,"Guest, Edgar",Person
4610,"Hall, Donald",Person
4613,Hardening of literary arteries,Corporation
4614,"Harmon, William",Person
4616,"Harris, Joel Chandler",Person
4617,"Harte, Bret",Person
4618,Harvard Medical School,Corporation
4619,"Haskell, Eddie",Person
4624,"Heintz, Kurt",Person
4625,"Hejinian, Lynn",Person
4627,"Henry, Shawntay, 2008 Poetry Out Loud national champion",Corporation
4628,Heraclitean flux,Corporation
4630,"Herbert, George",Person
4631,"Herrick, Robert",Person
4632,"Hicok, Bob",Person
4633,"Hidden track, metaphor for poetry's afterlife",Corporation
4634,Hierarchy of aesthetic experience,Corporation
4635,Highbrow vs. Lowbrow,Corporation
4636,"Hilton, Paris",Person
4639,"Hirsch, Edward",Person
4641,"Hoagland, Tony",Person
4644,"Hofmannsthal, Hugo Von",Person
4645,"Holden, Jonathan, ""The Fate of American Poetry""",Corporation
4646,"Holman, Bob, United States of Poetry",Corporation
4648,"Houdini, Harry",Person
4649,"Howard, Peter, ""Xylo""",Person
4651,"Howe, Susan",Person
4654,"Hughes, Langston, ""Theme for English B""",Person
4655,"Hugo, Richard",Person
4656,Huntington Library,Corporation
4659,Ideals of lyricism and ideals of lucidity,Corporation
4660,Imagism,Corporation
4661,iMovie,Corporation
4662,Indianapolis Journal,Corporation
4663,"Interlandi, Jeneen",Person
4664,International Library of Poetry,Corporation
4665,Iowa City Press-Citizen,Corporation
4668,"Irony vs. sincerity, in American poetry",Corporation
4670,"Jackson, Maggie",Person
4671,"Jack Sprat, nursery rhyme as musical pleasure",Corporation
4673,"James, Scott",Person
4679,"Jarrell, Randall",Person
4680,"Jewett, Sarah Orne",Person
4681,"Jimenez, Juan Ramon",Person
4682,"Johal, Jessica, ""Punjabi American""",Person
4683,"Jones, James Earl",Person
4686,"Joseph, Allison, ""In the Bookstore""",Corporation
4687,"Kaczynski, Ted",Person
4688,"Kandinsky, Vassily",Person
4689,"Kasem, Casey",Person
4690,"Keen, Andrew, The Cult of the Amateur",Corporation
4691,"Keen, Gabe, ""You and We""",Person
4692,"Kelly, Robert",Person
4693,Kenyon College,Corporation
4694,Kenyon Review,Corporation
4695,Kenyon Review Online,Corporation
4698,"King, Dr. Martin Luther, Jr., Chicago riots after the assassination of",Corporation
4700,Kingdom of the Eye,Corporation
4702,"Kinnard, Mr., editor of Anderson Herald",Corporation
4704,"Kinnell, Galway",Person
4705,Kiss,Person
4706,"Kittler, Friedrich, Gramophone, Film, Typewriter",Corporation
4707,"Kizer, Carolyn",Person
4708,"Knoepfle, John",Person
4709,"Knorr, Jeff",Person
4710,"Koch, Kenneth",Person
4712,Kokomo Dispatch,Person
4713,"Komunyakaa, Yusef",Person
4714,"Kooser, Ted",Person
4715,"Krushchev, Nikita",Person
4716,Language poetry and poets,Corporation
4717,"Lanier, Sidney",Person
4718,"Lansana, Quraysh Ali, ""Passage""",Corporation
4720,"Lazer, Hank",Person
4722,"Lennon, John",Person
4723,"Levertov, Denise",Person
4724,Leviathan,Person
4725,"Levine, Philip",Person
4726,"Lewis, R.W. B.",Corporation
4727,"Lewis, Sinclair",Corporation
4728,"Library archive holdings, poetry drafts and manuscripts",Corporation
4729,Lifestyles of the Rich and Famous,Corporation
4730,"Lilly, Ruth",Person
4731,"Lippman, Jerry",Person
4732,"Liston, Sonny",Person
4733,Little Review,Corporation
4734,"Local Color, regional literature",Corporation
4735,"Loggins, Kenny",Person
4736,"Long, William J.",Person
4738,"Longfellow, William Wadsworth",Person
4741,"Long Prairie, MN",Person
4742,"Lorca, Garcia",Person
4743,"Lotman, Juri",Person
4745,Loveland ski area,Corporation
4746,"Lovitz, John, as Master Thespian on Saturday Night Live",Corporation
4749,"MacArthur, General",Person
4750,"Machado, Antonio",Person
4751,Machinimation,Person
4752,"MacNeice, Louis",Person
4753,"Madrid, Spain",Person
4754,"Malebranche, Nicholas",Person
4756,Manifest Destiny,Person
4757,"Man, The, as conservative aesthetic notion",Corporation
4762,"Martins Ferry, OH",Corporation
4763,"Masters, Edgar Lee",Person
4764,"Matthews, William",Person
4765,"McCann, Jerome, Radiant Textuality: Literature after the World Wide Web",Corporation
4766,"McCrillus, Dr. S. B., medicine show",Corporation
4767,"McFarlane, Ian",Person
4768,"McKinley, President William",Corporation
4769,"McPhee, Christina",Person
4770,"Memmott, Talan",Person
4774,"Merwin, W. S.",Person
4775,"Messerli, Douglas",Person
4776,"Metcalf, Paul",Person
4777,"Meyer, David",Person
4779,"Miles, Adrian",Person
4780,"Miles, Josephine",Person
4783,Miss Tiger Lily Delight,Person
4784,"Mitchell, Jené",Person
4786,"Mlinko, Ange",Person
4787,"Mohammed, K. Silem",Corporation
4788,Mona Lisa,Person
4789,"Monroe, Harriet",Person
4791,"Moore, Marianne",Person
4793,"Morris, Adelaide",Person
4794,Mother Goose,Person
4795,"Moyers, Bill, The Language of Life",Corporation
4796,Mozart,Person
4797,Mr. Ed,Person
4801,Multitasking,Person
4802,Musak,Person
4804,"Mystical experience, four keynote features of",Corporation
4805,Mythic and Adamic,Corporation
4806,"Nass, Clifford",Person
4807,National College Health Assessment,Corporation
4810,Nehru jacket,Corporation
4811,"Neruda, Pablo",Person
4812,Neurogenesis,Corporation
4814,New media poetry,Corporation
4815,New Poets of England and America,Corporation
4816,"Newspaper circulation, recent years' decline",Corporation
4817,Newspaper poetry,Corporation
4821,"Nichols, Mel, ""I Google Myself""",Person
4822,"Nielsen ratings system, applied to poetry",Corporation
4823,"Nims, John Frederick",Person
4824,"Nolan, Jeanette Covert, account of Riley's faux-Poe hoax, James Whitcomb Riley: Hoosier Poet",Corporation
4825,North Central College,Corporation
4826,Norton Anthology of American Literature,Corporation
4827,Norton Anthology of Postmodern Verse,Corporation
4829,Nuyorican Café,Corporation
4831,O.A.R.,Person
4833,"O'Connor, Tom",Person
4834,"O'Hara, Frank",Person
4837,Ohio River,Person
4838,"Olds, James",Person
4839,"Olds, Sharon",Person
4840,"Olson, Charles",Person
4842,Oppositional and opposing poetries,Corporation
4843,Oral poetry,Corporation
4844,Performance poetry,Corporation
4847,Paleface vs. redskin,Corporation
4849,"Parini, Jay",Person
4850,Pathe-Gazette,Person
4851,"Pearce, Roy Harvey",Person
4852,Peoria Journal Star,Corporation
4853,"Perloff, Marjorie",Person
4856,"Picasso, Pablo, Guernica",Person
4858,"Pinsky, Robert",Person
4859,"Pockell, Leslie",Person
4861,Poesie,Person
4862,Poésis,Person
4866,"Poetry, Chicago verse magazine",Corporation
4868,Poetry Daily,Person
4869,Poetry Foundation,Corporation
4870,"Poetry  and 180 More, anthologies edited by Billy Collins",Corporation
4871,Poetry Out Loud,Corporation
4873,Poetry writing workshops,Corporation
4874,Poet's bookshelf,Corporation
4876,"Poldrack, Russell",Person
4877,Polyvocal attention,Corporation
4878,Pop art auto destruction,Corporation
4879,Popeye,Person
4880,Postcinematic writing,Corporation
4882,Printed-page vs. video/new media poetry,Corporation
4883,"Prodessare et delectare, as poetry aesthetic",Corporation
4884,Proximal distance to art,Corporation
4885,Pulitzer Prize for Poetry,Corporation
4886,"Ralegh, Sir Walter",Person
4887,"Ransom, John Crowe",Person
4888,"Reine Sophia Museum, Madrid, Spain",Corporation
4891,Rich.lit,Person
4905,"Rivera, Alanna",Person
4907,"Roethke, Theodore",Person
4909,"Rolling Stones, The, ""Honky Tonk Woman""",Corporation
4910,"Rollins, Henry",Person
4911,"Romantic tradition, poetry of",Corporation
4912,"Roosevelt, President",Corporation
4913,"Rosario, Marisa, ""Things I Hate""",Person
4914,"Rosenwinkel, Eric, ""Bread""",Person
4915,"Rothko, Mark",Person
4916,"Roy, Lucinda",Person
4917,"Rubin, Louis D.",Person
4918,"Russell, Bertrand, ""Critique of Mysticism""",Corporation
4919,"Saget, Bob",Person
4920,Salem (Indiana) Leader,Person
4921,"Sampling, poetic technique of",Corporation
4922,Santa Cruz Sentinel,Corporation
4924,"Sayegh, Kareem",Person
4926,"Scalia, Christopher",Person
4927,"Schell, Tim",Person
4928,Scribner's,Corporation
4929,"Second Life, social networking site",Corporation
4930,"Secret Service, study of school shooters",Corporation
4931,"Seung-Hui, Cho",Corporation
4932,"Sexton, Anne",Person
4935,"Silliman, Ron",Person
4936,"Silverman, Morton",Person
4938,"""Sir Patrick Spens""",Person
4939,"Skunk, John",Person
4940,Slam poetry,Corporation
4941,"Smith, Marc",Person
4942,"Small, Gary, iBrain: Surviving the Technological Alteration of the Modern Mind",Corporation
4943,"Smith, Barbara Hernstein",Person
4945,"Smith, Dave",Person
4946,"Sonnet, Petrarchan: in Wright's poetry",Corporation
4947,"South Park, television animated comedy",Corporation
4948,"Spears, Britney",Person
4949,"Spenser, Sir Edmund",Person
4950,Spoken word poetry,Corporation
4951,Spoken Word Revolution Redux,Corporation
4952,"Sports Center, ESPN",Corporation
4953,Sports Illustrated,Corporation
4954,"Stafford, William",Person
4955,"Stambaugh, Hollis",Person
4956,"Stephans, Brian Kim",Person
4959,"Stone, Linda",Person
4960,"Strand, Mark",Person
4961,"Stravinsky, Igor",Person
4963,"Sullivan, Gary, ""mm-hmm""",Person
4964,Super Troopers,Corporation
4965,Surrealism,Corporation
4966,Susquehanna Review,Corporation
4967,Technotext,Corporation
4968,Textual fixity,Corporation
4971,"Thorington, Helen",Person
4972,"Timberlake, Philip",Person
4973,"Timpane, John",Person
4974,Tiresias,Person
4975,"Toto, of The Wizard of Oz fame",Corporation
4976,"Townsend, Pete",Person
4977,"Trakl, Georg",Corporation
4978,Trobar,Person
4979,"Trudeau, Gary",Person
4980,"Truman, President Harry",Corporation
4981,"Tweed sport coat, as conservative aesthetic notion",Corporation
4982,"Typewriting, course of study",Corporation
4983,UbuWeb,Corporation
4984,Vail ski area,Person
4986,"Vallejo, Cesar",Person
4987,"Vermeer, Johannes",Corporation
4988,Verse Daily,Corporation
4989,Video poetry,Person
4990,"Vince, Ryan, ""She Sits by the Window""",Corporation
4991,Vergil,Person
4992,"Virginia Tech University, shootings",Corporation
4997,"Ward, Artemis",Person
4999,Washington Herald,Corporation
5000,"Weather Channel, The",Corporation
5001,Web.art,Person
5002,"Wells, Lynn",Person
5003,"Wesleyan University Press, poetry series",Corporation
5005,"Wheaton High School, Wheaton, IL, poetry coffeehouse",Corporation
5006,Wheel of Fortune,Corporation
5007,"Where's Waldo, as metaphor for disastrously and insistently searching for a poem's meaning",Corporation
5009,"White, Helen, The Metaphysical Poets",Corporation
5013,"Whitman's Sampler, chocolates",Corporation
5015,"Who, The",Corporation
5017,"Williams, C. K.",Person
5018,"Williams, William Carlos",Person
5024,"Williamson, George",Person
5025,"Winnicott, Donald Woods",Person
5026,"Wise College (Wise, VA)",Corporation
5029,"Wojahn, David",Person
5030,"Wolf, Maryanne, on how we read online and otherwise",Corporation
5032,"Wordsworth, William, as British poet laureate",Corporation
5033,"Wright, Anne",Person
5034,"Wright, James",Person
5087,"Wright, Wilbur and Orville",Household
5088,"www.bradley.edu/poet, Illinois Poet Laureate Bradley University website",Corporation
5089,"www.poetlaureate.il.gov, Illinois Poet Laureate state website",Corporation
5090,Yale Series of Younger Poets Award,Corporation
5093,"Yezzi, David",Person
5094,York (Pennsylvania) Daily Record,Corporation
5095,"Young, Dean",Person
5096,Youth poetry,Person
5097,Yugo,Person
5098,Achenar,Person
5100,"adventure game, defined",Corporation
5101,adventure game genre,Corporation
5102,Aitrus,Person
5103,ambience,Person
5104,Anna,Person
5106,"Arnold, Ken",Person
5107,Atari Jaguar,Person
5108,Atari 2600,Corporation
5109,Atrus,Person
5110,aural space,Person
5113,Bedquilt Cave,Person
5114,Black Moiety,Person
5115,Black Ship,Person
5117,"Bradford, Stewart",Person
5118,Bradygames Strategy Guides,Corporation
5119,Brøderbund,Person
5120,bug,Corporation
5121,cannen,Person
5122,"Carter, Chuck",Person
5123,Catherine,Person
5124,CD-ROMs,Corporation
5125,Channelwood Age,Person
5126,Cho,Person
5127,Colossal Cave Adventure,Corporation
5128,Cosmic Osmo,Corporation
5130,Book Assembly Island (Crater Island),Corporation
5131,"Crowther, Willie",Person
5132,Cyan Worlds,Corporation
5134,DigitalGuide hints feature,Corporation
5135,Digital World Expo,Corporation
5139,Doom,Person
5140,Dungeons & Dragons,Corporation
5141,D'ni (Dunny),Person
5143,Easter eggs,Person
5146,From Myst to Riven: The Creations and Inspirations,Corporation
5148,Gadget,Person
5149,Survey Island (Map or Garden Island),Corporation
5151,"Garriott, Richard",Person
5152,Gehn,Person
5154,Gehn's Office.,Corporation
5156,Harold,Person
5157,"Hobbit, The",Corporation
5160,iPod Touch,Corporation
5163,Jungle Island (Village Island),Corporation
5164,Just Adventure +,Corporation
5165,"Kadrey, Richard",Person
5166,"Keston, John",Person
5167,Keta,Person
5168,K'veer,Person
5170,"Learning Company, The",Corporation
5172,library,Person
5173,linking books,Person
5174,loading screens,Person
5175,"Lord of the Rings, The",Corporation
5177,"Manhole, The",Corporation
5179,maral-obe,Person
5181,Mattel,Person
5182,Mechanical Age,Person
5183,Miller brothers,Corporation
5185,"""Mudpie""",Corporation
5205,Myst III: Exile,Corporation
5206,Myst IV: Revelation,Corporation
5207,Myst V: End of Ages,Corporation
5208,Myst: 10th Anniversary DVD Edition,Corporation
5209,Myst: The Book of Atrus,Corporation
5210,Myst: The Book of D'ni,Corporation
5211,Myst: The Book of Ti'ana,Corporation
5212,Myst: The Puzzling New Board Game Adventure,Corporation
5213,Myst Masterpiece Edition,Corporation
5214,"Mysterious Island, The",Corporation
5215,Mystery House,Corporation
5216,Myst Island,Person
5217,Myst Island Recreation Initiative,Corporation
5218,Myst-like games,Person
5219,Myst novels,Person
5221,Nelah,Person
5222,Night Driver,Person
5223,Nintendo DS,Person
5225,optical technologies,Corporation
5226,Osmobile,Person
5228,planetarium,Corporation
5229,Pole Position,Corporation
5230,PONG,Person
5231,Presto Studios,Corporation
5232,Prison Island,Corporation
5233,Project Green Tea,Corporation
5237,realMyst,Person
5238,realRiven,Corporation
5241,Releeshahn,Person
5242,repeated actions,Corporation
5243,Rime Age,Person
5265,Rogue,Person
5267,SCUMM engine,Corporation
5268,Sega Genesis,Person
5269,Selenetic Age,Corporation
5270,"7th Guest, The",Corporation
5271,Silly Putty,Person
5272,"Sims, The",Person
5273,Sirrus,Person
5274,SoftImage,Corporation
5275,Sony PlayStation,Corporation
5278,"spectator, changing implied size of",Corporation
5279,Spelunx,Person
5280,Stoneship Age,Person
5281,Strata Studio Pro,Corporation
5282,subcreation,Person
5283,Sunners,Corporation
5284,Super Bug,Corporation
5285,Super Mario Bros.,Corporation
5287,Tay (The Rebel Age),Corporation
5288,Temple Island (Dome Island),Corporation
5289,Terahnee,Corporation
5290,Terokh Jeruth,Person
5291,text adventures,Corporation
5292,Ti'ana's grave,Person
5293,"Time Machine, The",Corporation
5295,Tomahma,Person
5297,University Games,Corporation
5298,Uru: Ages Beyond Myst,Corporation
5299,Uru Live,Corporation
5303,Virgin Records,Corporation
5304,wahrk,Person
5305,"Watson, Richard",Person
5307,"Williams, Roberta",Person
5308,"Wingrove, David",Person
5309,Wired magazine,Person
5310,"Woods, Don",Person
5311,Yeesha,Person
5312,ytrams,Person
5313,Acorn,Person
5315,Akalabeth,Corporation
5316,Alien Fires: 2199 AD,Corporation
5317,Aliens (James Cameron movie),Corporation
5318,Aliens TC (mod),Corporation
5319,alpha versions,Person
5320,ammo,Person
5321,Amnesia: The Dark Descent,Corporation
5322,Apogee,Person
5324,arcades and arcade gaming,Corporation
5325,arena,Person
5326,artificial intelligence,Corporation
5327,audio,Person
5329,balance,Person
5330,Baron of Hell,Person
5331,Barrels (exploding and otherwise),Corporation
5332,Berserk,Corporation
5333,Big Fucking Gun (BFG9000),Corporation
5334,binary space partition (BSP),Corporation
5335,Bioshock,Person
5336,Borderlands,Corporation
5338,Bulletstorm,Corporation
5339,Cacodemon,Person
5340,Call of Cthulhu,Corporation
5341,Call of Duty: Modern Warfare 2,Corporation
5342,"Carmack, Adrian",Person
5343,"Carmack, John",Person
5344,Casali brothers,Person
5345,Catacomb 3D,Corporation
5346,Chaingun,Person
5347,Chainsaw,Person
5348,Classic DOOM for DOOM 3,Corporation
5349,"Cloud, Kevin",Person
5350,color palette,Person
5351,Commander Keen,Person
5352,composition,Person
5353,Condemned: Criminal Origins,Corporation
5354,co-op play,Corporation
5355,Counter-Strike,Corporation
5356,critical reception,Corporation
5357,Crysis (and Crysis 2),Household
5358,cutscene,Person
5359,Cyberdemom,Corporation
5361,Dangerous Dave in Copyright Infringement,Corporation
5362,Dear Esther,Person
5363,deathmatch,Person
5364,Defender,Person
5365,Deimos,Person
5366,demons,Person
5368,Deus Ex,Person
5369,"diegesis, diegetic",Corporation
5370,difficulty settings,Corporation
5375,Doom II,Person
5376,Doom 3,Person
5377,DooMed Speed Demos Archive,Corporation
5378,Duke Nukem 3D,Person
5379,dynamic lighting,Corporation
5381,"emergence, emergent play",Corporation
5382,"Evil Dead, The (Sam Raimi movie)",Corporation
5383,Evilution,Person
5384,Fallout 3,Person
5386,First Person Shooter (FPS),Corporation
5387,Forsaken,Person
5388,"FPS, vehicle based",Corporation
5389,FPS/RPG crossover,Corporation
5390,frag,Person
5391,frame rate,Person
5394,gameplay mechanics,Corporation
5395,Gamer's Edge,Corporation
5396,Gears of War,Corporation
5398,gib,Person
5399,gothic,Person
5401,hacking,Person
5402,Half-Life,Person
5403,Half-Life 2,Person
5404,"Hall, Tom",Person
5405,Halo series,Person
5406,heads-up display (HUD),Corporation
5407,Hell,Person
5408,Hell Knight,Person
5409,hitscan,Corporation
5410,"Hollenshead, Todd",Person
5411,"Hooper, Matt",Person
5412,horror,Person
5413,Hovertank 3D,Corporation
5415,id Tech 1,Corporation
5416,id Tech 4,Corporation
5417,Imp,Corporation
5418,indie,Corporation
5419,Inferno,Corporation
5421,Killzone 3,Person
5422,Knee Deep in the Dead,Corporation
5424,lava,Person
5425,level order and placement,Corporation
5426,lift,Person
5427,linedef,Person
5428,Little Big Planet,Corporation
5429,Llamatron,Person
5430,Local Area Network (LAN),Corporation
5431,Lost Souls,Person
5432,ludic,Corporation
5433,Manhunt,Person
5434,map units per second (MUS),Corporation
5435,Mars,Person
5436,maze,Person
5437,Maze War,Person
5438,"McGee, American",Person
5439,Medal of Honour,Corporation
5440,melee,Person
5441,Metro 2033,Person
5442,MIDI Maze,Person
5443,"Miller, Scott",Person
5444,Mirror's Edge,Corporation
5445,"mod levels, commercial",Corporation
5446,monster closet,Person
5447,multiplayer,Corporation
5448,"music, soundtrack",Person
5450,non-player characters (NPC),Corporation
5451,nukage,Corporation
5452,Nuts,Corporation
5455,pattern manipulation,Corporation
5456,"Petersen, Sandy",Person
5457,Phobos,Person
5458,Pinky,Person
5459,pistol,Person
5460,plasma gun,Person
5461,platforming,Corporation
5462,Playstation,Corporation
5463,Playstation 3,Corporation
5464,"Plutonia Experiment, The",Corporation
5465,polygon,Person
5467,ports,Person
5468,power-up,Person
5469,"Prince, Bobby",Person
5470,projectile,Corporation
5471,prototype (of a game concept),Corporation
5475,rendering,Person
5476,Resurrection of Evil,Corporation
5477,Rise of the Triad,Corporation
5478,rocket launcher,Person
5479,rockets,Person
5480,Role-playing games (RPGs),Corporation
5481,"Romero, John",Person
5482,run and gun,Household
5484,Saw: The Videogame,Corporation
5486,score counter,Corporation
5487,scores,Corporation
5489,sectors,Corporation
5490,"sectors, cut through",Corporation
5491,shareware,Corporation
5492,shooter,Person
5493,"Shores of Hell, The",Corporation
5494,shotgun,Person
5495,sidedef,Person
5496,side-scrolling,Person
